Text,Code
"Something like: ""Franjo Tudjman: Warrior, Dissident, Man of Letters, Statesman, Liberator, and Father of the Free, Independent, and Democratic Nation of Croatia "" History will remember him more accurately: ""Franjo Tudjman: Not Quite as Bad as Milosevic """,0
"You'll go down in history as the President who couldn't keep his fly zipped up""",0
"But like the German newspaper Die Welt, which titled its editorial ""An Historic Day,"" Le Monde said the compromise shouldn't overshadow history",0
"First, a little history: President Clinton formed a 12-member task force in the first month of his presidency, appointed Hillary Clinton as chair, and gave them 100 days to draft new health-care legislation",0
[The problem lies in the fact that people lack a sense of history,0
"What does ""Era of Good Feelings"" refers to",1
"India's 50 th birthday is celebrated, ambivalently, as the cover package praises the country's democracy and condemns its history of socialism",0
"To understand why Orwell did what he did, it's necessary to reconstruct a bit of history",0
How do elephants communicate over long distances,1
Is Liechtenstein heavily urbanized,1
The PAPD suffered 37 fatalities-the largest loss of life of any police force in history,0
"Major figures from Greek history, including Pericles, were buried here and their funerary artifacts are some of the most exquisite items found during excavations around the city",0
What information did he record in his diary,1
What is a country with which Finland is involved in an international conflict,1
His research and publications encompass various disciplines from anthropology to literature to social history,0
"4 A core section with data elements that describe each of the cores in the TMA block (what case did the core come from, what block from the case was used to make the core, what drill-site in the block was used, what was the diagnosis of the drill-site, what clinical history is associated with the core, what demographic information is associated with the patient from whom the core was taken, etc)",0
"But just as Little Rock residents are embarrassed by Central High, the discomfiting monument to desegregation and the town's other claim to history, some are queasy about celebrating their not-so-favorite son",0
Mr Brosnan has added another small footnote to the long history of the EITC,0
(Piccard's family history is Exhibit No,0
"Every channel has its particular history, elements, and dynamics, and retail-apparel-textile channels are no exception",0
"This film about a man reincarnated as a snowman so that he may comfort his grieving son is said to be ""treacly and fake"" (Gleiberman, Entertainment Weekly ) The animatronic snowman (with Michael Keaton's voice) looks like a ""large, wisecracking marshmallow man"" (the New York Times ) and is described by Ebert as ""the most repulsive single creature in the history of special effects""",0
"Although Still's disease can rarely lead to hepatic involvement with cholestatic hepatitis, the prior history of rheumatoid factor seropositivity and a low serum ferritin level made this diagnosis unlikely [ 21 ]  Granulomatous hepatitis with marked elevations in serum alkaline phosphatase and granulomas on liver biopsy have been reported in patients with SSZ hepatotoxicity [ 22 23 24 ]  Although liver tissue was not obtained in our patient, the predominance of serum alkaline phosphatase and bilirubin level elevations and the presence of granulomas in other tissues suggest that she probably had granulomatous hepatitis",0
